ID,Name,Description,ColumnSpec,Concepticon_ID,Concepticon_Gloss,Central_Concept,Core_Concept
coldofweather,COLD (OF WEATHER),,,2483,COLD (OF WEATHER),COLD,Swadesh-1952-200
tasteless,TASTELESS,,,1771,TASTELESS,,
itchy,ITCHY,,,149,ITCHY,,
busy,BUSY,,,2755,BUSY,,
idle,IDLE,,,2756,IDLE,,
fatoily,FAT (OILY),,,2719,FAT (OILY),,
ugly,UGLY,,,1548,UGLY,BAD,
strong,STRONG,,,785,STRONG,STRONG,
stupid,STUPID,,,1518,STUPID,STUPID,
honest,HONEST,,,1120,HONEST,,
cunning,CUNNING,,,2335,CUNNING,,
stingy,STINGY,,,1774,STINGY,ENVY,
proud,PROUD,,,174,PROUD,BOAST,
happy,HAPPY,,,1495,HAPPY,CORRECT (RIGHT),
strange,STRANGE,,,600,STRANGE,,
overhere,OVER HERE,,,3410,OVER HERE,,
overthere,OVER THERE,,,3411,OVER THERE,,
ofthiskindsuch,OF THIS KIND (SUCH),,,2336,OF THIS KIND (SUCH),,
ofthatkindsuch,OF THAT KIND (SUCH),,,2337,OF THAT KIND (SUCH),,
howlong,HOW LONG,,,2338,HOW LONG,,
fishclassifier,FISH (CLASSIFIER),,,2720,FISH (CLASSIFIER),,
treeclassifier,TREE (CLASSIFIER),,,2721,TREE (CLASSIFIER),,
tuftclassifier,TUFT (CLASSIFIER),,,2722,TUFT (CLASSIFIER),,
budclassifier,BUD (CLASSIFIER),,,2723,BUD (CLASSIFIER),,
chainclassifier,CHAIN (CLASSIFIER),,,2724,CHAIN (CLASSIFIER),,
portionclassifier,PORTION (CLASSIFIER),,,2725,PORTION (CLASSIFIER),,
stalkclassifier,STALK (CLASSIFIER),,,2726,STALK (CLASSIFIER),,
bottleclassifier,BOTTLE (CLASSIFIER),,,2727,BOTTLE (CLASSIFIER),,
mouthfulclassifier,MOUTHFUL (CLASSIFIER),,,2728,MOUTHFUL (CLASSIFIER),,
sheetclassifier,SHEET (CLASSIFIER),,,2729,SHEET (CLASSIFIER),,
hatclassifier,HAT (CLASSIFIER),,,2730,HAT (CLASSIFIER),,
needleclassifier,NEEDLE (CLASSIFIER),,,2731,NEEDLE (CLASSIFIER),,
houseclassifier,HOUSE (CLASSIFIER),,,2732,HOUSE (CLASSIFIER),,
bridgeclassifier,BRIDGE (CLASSIFIER),,,2733,BRIDGE (CLASSIFIER),,
doorclassifier,DOOR (CLASSIFIER),,,2734,DOOR (CLASSIFIER),,
carclassifier,CAR (CLASSIFIER),,,2735,CAR (CLASSIFIER),,
shipclassifier,SHIP (CLASSIFIER),,,2736,SHIP (CLASSIFIER),,
affairclassifier,AFFAIR (CLASSIFIER),,,2737,AFFAIR (CLASSIFIER),,
dealclassifier,DEAL (CLASSIFIER),,,2738,DEAL (CLASSIFIER),,
while,WHILE,,,726,WHILE,,
onetime,ONE TIME,,,374,ONE TIME,ONCE (IN THE PAST),
walkclassifier,WALK (CLASSIFIER),,,2739,WALK (CLASSIFIER),,
beatclassifier,BEAT (CLASSIFIER),,,2740,BEAT (CLASSIFIER),,
bitclassifier,BIT (CLASSIFIER),,,2741,BIT (CLASSIFIER),,
often,OFTEN,,,1852,OFTEN,MANY,
immediately,IMMEDIATELY,,,1963,IMMEDIATELY,IMMEDIATELY,
more,MORE,,,1992,MORE,MANY,
alittle,A LITTLE,,,2924,A LITTLE,,
together,TOGETHER,,,2482,TOGETHER,IMMEDIATELY,
stillcontinuing,STILL (CONTINUING),,,2919,STILL (CONTINUING),AND,
bypassivemarker,BY (PASSIVE MARKER),,,2751,BY (PASSIVE MARKER),,
instead,INSTEAD,,,1652,INSTEAD,,
from,FROM,,,693,FROM,,
until,UNTIL,,,2753,UNTIL,,
towards,TOWARDS,,,2754,TOWARDS,,
whoorwhat,WHO OR WHAT,,,2147,WHO OR WHAT,,
peccary,PECCARY,,,2390,PECCARY,,
horninstrument,HORN (INSTRUMENT),,,939,HORN (INSTRUMENT),,
guts,GUTS,,,1334,GUTS,,Swadesh-1952-200
rainingorrain,RAINING OR RAIN,,,2108,RAINING OR RAIN,WATER,Swadesh-1955-100
summer,SUMMER,,,1342,SUMMER,SUMMER,
after,AFTER,,,1685,AFTER,BACK,
beangry,BE ANGRY,,,2223,BE ANGRY,,
backward,BACKWARD,,,2911,BACKWARD,BACKWARD,
bastard,BASTARD,,,1947,BASTARD,,
beautiful,BEAUTIFUL,,,1427,BEAUTIFUL,CORRECT (RIGHT),
belt,BELT,,,772,BELT,STRAP,
wildboar,WILD BOAR,,,3154,WILD BOAR,PIG,
boilofskin,BOIL (OF SKIN),,,793,BOIL (OF SKIN),WOUND,
borrow,BORROW,,,1823,BORROW,GIVE,
breastormilk,BREAST OR MILK,,,2129,BREAST OR MILK,,
brotherinlaw,BROTHER-IN-LAW,,,2314,BROTHER-IN-LAW,,
bitterbuckwheat,BITTER BUCKWHEAT,,,3256,BITTER BUCKWHEAT,,
butter,BUTTER,,,1245,BUTTER,FAT (ORGANIC SUBSTANCE),
headgear,HEADGEAR,,,2130,HEADGEAR,HELMET,
cave,CAVE,,,1155,CAVE,HOLE,
civet,CIVET,,,3157,CIVET,,
ravine,RAVINE,,,1930,RAVINE,,
clitoris,CLITORIS,,,3257,CLITORIS,,
cloudorfog,CLOUD OR FOG,,,3275,CLOUD OR FOG,,
threedaysbeforenow,THREE DAYS BEFORE NOW,,,2333,THREE DAYS BEFORE NOW,,
deaf,DEAF,,,996,DEAF,STUPID,
muntjacs,MUNTJACS,,,3152,MUNTJACS,,
disease,DISEASE,,,1986,DISEASE,WOUND,
wilddog,WILD DOG,,,2448,WILD DOG,,
falcon,FALCON,,,3258,FALCON,,
female,FEMALE,,,1551,FEMALE,WOMAN,
fence,FENCE,,,1690,FENCE,FENCE,
fetch,FETCH,,,3551,FETCH,,
flame,FLAME,,,889,FLAME,FIRE,
float,FLOAT,,,1574,FLOAT,SWIM,Swadesh-1952-200
fodder,FODDER,,,3046,FODDER,,
food,FOOD,,,256,FOOD,MEAL,
pan,PAN,,,31,PAN,BOWL,
garden,GARDEN,,,586,GARDEN,PASTURE,
goiter,GOITER,,,1957,GOITER,,
goral,GORAL,,,3259,GORAL,,
gums,GUMS,,,139,GUMS,,
featherorfurorhair,FEATHER OR FUR OR HAIR,,,2381,FEATHER OR FUR OR HAIR,,
haltstop,HALT (STOP),,,2880,HALT (STOP),GO UP (ASCEND),
hatchout,HATCH (OUT),,,3116,HATCH (OUT),,
hornbill,HORNBILL,,,3260,HORNBILL,,
hornet,HORNET,,,3261,HORNET,,
horsefly,HORSEFLY,,,3262,HORSEFLY,,
wolflikeanimal,WOLF-LIKE ANIMAL,,,2461,WOLF-LIKE ANIMAL,,
remain,REMAIN,,,987,REMAIN,"DWELL (LIVE, RESIDE)",
kissnoun,KISS (NOUN),,,3454,KISS (NOUN),,
language,LANGUAGE,,,1307,LANGUAGE,SPEAK,
lap,LAP,,,3263,LAP,,
waterleech,WATER LEECH,,,949,WATER LEECH,,
liefalsehood,LIE (FALSEHOOD),,,2826,LIE (FALSEHOOD),,
obey,OBEY,,,1635,OBEY,KNOW (SOMETHING),
machete,MACHETE,,,2680,MACHETE,,
make,MAKE,,,734,MAKE,WORK (LABOUR),
male,MALE,,,1553,MALE,MAN,
marrow,MARROW,,,1835,MARROW,,
marten,MARTEN,,,3739,MARTEN,,
animalormeat,ANIMAL OR MEAT,,,2096,ANIMAL OR MEAT,,
fingermillet,FINGER MILLET,,,3265,FINGER MILLET,,
foxtailmillet,FOXTAIL MILLET,,,3266,FOXTAIL MILLET,,
moonormonth,MOON OR MONTH,,,2463,MOON OR MONTH,,
summit,SUMMIT,,,1614,SUMMIT,HEAD,
nest,NEST,,,539,NEST,MAT,
fishnet,FISHNET,,,388,FISHNET,FISHNET,
oilhydrophobicliquid,OIL (HYDROPHOBIC LIQUID),,,2556,OIL (HYDROPHOBIC LIQUID),,
otter,OTTER,,,15,OTTER,,
pangolin,PANGOLIN,,,2508,PANGOLIN,,
partridge,PARTRIDGE,,,3681,PARTRIDGE,,
pinch,PINCH,,,378,PINCH,SQUEEZE,
plait,PLAIT,,,333,PLAIT,,
poison,POISON,,,655,POISON,POISON,
porcupine,PORCUPINE,,,2510,PORCUPINE,,
gift,GIFT,,,2982,GIFT,,
pulse,PULSE,,,3267,PULSE,,
pus,PUS,,,1808,PUS,STINKING,
question,QUESTION,,,3268,QUESTION,,
quiverforarrows,QUIVER (FOR ARROWS),,,995,QUIVER (FOR ARROWS),,
knowsomebody,KNOW (SOMEBODY),,,2248,KNOW (SOMEBODY),,
spoilbecomespoiled,SPOIL (BECOME SPOILED),,,569,SPOIL (BECOME SPOILED),ROT,
sphericalroundinthreedimensions,SPHERICAL (ROUND IN THREE DIMENSIONS),,,2303,SPHERICAL (ROUND IN THREE DIMENSIONS),,
sago,SAGO,,,2270,SAGO,,
serow,SEROW,,,3270,SEROW,,
shake,SHAKE,,,1909,SHAKE,SHAKE,
shelf,SHELF,,,745,SHELF,TABLE,
sisterinlaw,SISTER-IN-LAW,,,2317,SISTER-IN-LAW,,
barkorskin,BARK OR SKIN,,,2127,BARK OR SKIN,,
flavor,FLAVOR,,,2938,FLAVOR,,
song,SONG,,,1096,SONG,PLAY,
beverage,BEVERAGE,,,731,BEVERAGE,WATER,
sowseeds,SOW SEEDS,,,748,SOW SEEDS,CULTIVATE,
squirrel,SQUIRREL,,,1628,SQUIRREL,,
flyingsquirrel,FLYING SQUIRREL,,,3271,FLYING SQUIRREL,,
steam,STEAM,,,1193,STEAM,SMOKE (EXHAUST),
treestump,TREE STUMP,,,241,TREE STUMP,POST,
dayorsun,DAY OR SUN,,,2140,DAY OR SUN,,
takin,TAKIN,,,3272,TAKIN,,
tasty,TASTY,,,1813,TASTY,SWEET,
till,TILL,,,3273,TILL,,
trivet,TRIVET,,,3264,TRIVET,,
treetrunk,TREE TRUNK,,,344,TREE TRUNK,POST,
elephanttusk,ELEPHANT TUSK,,,2495,ELEPHANT TUSK,,
twist,TWIST,,,430,TWIST,,
vagina,VAGINA,,,1836,VAGINA,VAGINA,
porch,PORCH,,,3269,PORCH,,
warmup,WARM UP,,,2032,WARM UP,,
encircle,ENCIRCLE,,,3274,ENCIRCLE,,
applyointment,APPLY (OINTMENT),,,3650,APPLY (OINTMENT),,
fearfright,FEAR (FRIGHT),,,781,FEAR (FRIGHT),GRIEF,
strain,STRAIN,,,940,STRAIN,,
fordcrossing,FORD (CROSSING),,,2818,FORD (CROSSING),,
landdescend,LAND (DESCEND),,,1922,LAND (DESCEND),GO,
copulate,COPULATE,,,549,COPULATE,,
bore,BORE,,,1501,BORE,BORE,
phlegm,PHLEGM,,,3061,PHLEGM,,
pubichair,PUBIC HAIR,,,36,PUBIC HAIR,FEATHER,
puton,PUT ON,,,158,PUT ON,CLOTHES,
cornhusk,CORN HUSK,,,3686,CORN HUSK,,
slip,SLIP,,,1324,SLIP,SMOOTH,
suffice,SUFFICE,,,3475,SUFFICE,,
turnaround,TURN AROUND,,,1444,TURN AROUND,TWIST (AROUND),Swadesh-1952-200
wetwoexclusive,WE TWO (EXCLUSIVE),,,2636,WE TWO (EXCLUSIVE),WE TWO,
wetwoinclusive,WE TWO (INCLUSIVE),,,2637,WE TWO (INCLUSIVE),WE (INCLUSIVE),
theytwo,THEY TWO,,,2635,THEY TWO,,
bluetonguedskink,BLUE TONGUED SKINK,,,3021,BLUE TONGUED SKINK,,
echidna,ECHIDNA,,,3008,ECHIDNA,,
emu,EMU,,,2817,EMU,,
possum,POSSUM,,,470,POSSUM,,
scorpion,SCORPION,,,1538,SCORPION,CENTIPEDE,
whitecockatoo,WHITE COCKATOO,,,3009,WHITE COCKATOO,,
wagtail,WAGTAIL,,,3010,WAGTAIL,,
grub,GRUB,,,3011,GRUB,,
alone,ALONE,,,1964,ALONE,OTHER,
ankle,ANKLE,,,803,ANKLE,LEG,
bag,BAG,,,2468,BAG,BAG,
bandicoot,BANDICOOT,,,3012,BANDICOOT,,
blackcockatoo,BLACK COCKATOO,,,3013,BLACK COCKATOO,,
blackduck,BLACK DUCK,,,3014,BLACK DUCK,,
blind,BLIND,,,1653,BLIND,STUPID,
pimple,PIMPLE,,,1809,PIMPLE,,
boomerang,BOOMERANG,,,135,BOOMERANG,,
breakbreaking,BREAK (BREAKING),,,3020,BREAK (BREAKING),,
camp,CAMP,,,1105,CAMP,,
canoe,CANOE,,,1970,CANOE,CANOE,
basket,BASKET,,,1539,BASKET,FISHNET,
crawl,CRAWL,,,96,CRAWL,GO UP (ASCEND),
creektidal,CREEK (TIDAL),,,990,CREEK (TIDAL),,
diggingstick,DIGGING STICK,,,339,DIGGING STICK,DIBBLE STICK,
dreamingordream,DREAMING OR DREAM,,,2455,DREAMING OR DREAM,,
drown,DROWN,,,1904,DROWN,SINK (DESCEND),
east,EAST,,,1877,EAST,DAWN,
freshwatereel,FRESHWATER EEL,,,1013,FRESHWATER EEL,,
paternalgrandfather,PATERNAL GRANDFATHER,,,2560,PATERNAL GRANDFATHER,,
paternalgrandmother,PATERNAL GRANDMOTHER,,,3015,PATERNAL GRANDMOTHER,,
firestick,FIRE STICK,,,3016,FIRE STICK,,
monitorlizard,MONITOR LIZARD,,,3017,MONITOR LIZARD,,
grasshopper,GRASSHOPPER,,,607,GRASSHOPPER,,
hill,HILL,,,614,HILL,HILL,
hut,HUT,,,1678,HUT,HOUSE,
largewildherbivore,LARGE WILD HERBIVORE,,,2456,LARGE WILD HERBIVORE,,
kingfisher,KINGFISHER,,,2444,KINGFISHER,,
larva,LARVA,,,2640,LARVA,,
nativecat,NATIVE CAT,,,3018,NATIVE CAT,,
nowortoday,NOW OR TODAY,,,2097,NOW OR TODAY,,
pelican,PELICAN,,,472,PELICAN,,
sandhill,SAND HILL,,,3019,SAND HILL,,
show,SHOW,,,1039,SHOW,SEEM,
south,SOUTH,,,1595,SOUTH,NORTH,
spearthrower,SPEARTHROWER,,,2677,SPEARTHROWER,,
stingray,STINGRAY,,,1910,STINGRAY,,
swan,SWAN,,,2837,SWAN,,
tendon,TENDON,,,1137,TENDON,THREAD,
throat,THROAT,,,1346,THROAT,NECKLACE,
tobacco,TOBACCO,,,974,TOBACCO,TOBACCO,
grindstone,GRINDSTONE,,,2459,GRINDSTONE,,
weak,WEAK,,,1601,WEAK,SMOOTH,
west,WEST,,,1817,WEST,NIGHT,
winnowing,WINNOWING,,,2462,WINNOWING,,
caterpillar,CATERPILLAR,,,2247,CATERPILLAR,,
wealth,WEALTH,,,2996,WEALTH,RICH,
thursday,THURSDAY,,,1693,THURSDAY,THURSDAY,
tieuptether,TIE UP (TETHER),,,2891,TIE UP (TETHER),TIE,
dryseason,DRY SEASON,,,452,DRY SEASON,SUMMER,
chick,CHICK,,,2512,CHICK,,
half,HALF,,,816,HALF,HALF,
forbid,FORBID,,,83,FORBID,FORBID,
insult,INSULT,,,3204,INSULT,,
their,THEIR,,,2400,THEIR,THAT,
yourplural,YOUR (PLURAL),,,2274,YOUR (PLURAL),THAT,
getwet,GET WET,,,2324,GET WET,,
dawn,DAWN,,,729,DAWN,DAWN,
teacher,TEACHER,,,1038,TEACHER,PUPIL (STUDENT),
farmer,FARMER,,,979,FARMER,,
baboon,BABOON,,,1197,BABOON,,
adjudicate,ADJUDICATE,,,1818,ADJUDICATE,FAULT,
before,BEFORE,,,1882,BEFORE,BEFORE,
or,OR,,,1014,OR,AND,
riddle,RIDDLE,,,2970,RIDDLE,,
problem,PROBLEM,,,2425,PROBLEM,,
darkyellow,DARK YELLOW,,,3706,DARK YELLOW,,
why,WHY,,,1270,WHY,HOW,
bleed,BLEED,,,3615,BLEED,,
playinstrument,PLAY (INSTRUMENT),,,3124,PLAY (INSTRUMENT),,
trumpet,TRUMPET,,,775,TRUMPET,,
true,TRUE,,,1657,TRUE,CORRECT (RIGHT),
guest,GUEST,,,1782,GUEST,CHIEFTAIN,
net,NET,,,2963,NET,,
saddle,SADDLE,,,3065,SADDLE,,
bead,BEAD,,,1860,BEAD,NECKLACE,
darkness,DARKNESS,,,11,DARKNESS,NIGHT,
forgive,FORGIVE,,,1528,FORGIVE,LOSE,
whisper,WHISPER,,,55,WHISPER,MUMBLE,
autumn,AUTUMN,,,1276,AUTUMN,SUMMER,
smooth,SMOOTH,,,1234,SMOOTH,SMOOTH,Swadesh-1952-200
turnsomething,TURN (SOMETHING),,,1445,TURN (SOMETHING),TWIST (AROUND),
earhole,EARHOLE,,,3891,EARHOLE,,
flesh,FLESH,,,2259,FLESH,FISH,
thigh,THIGH,,,800,THIGH,,
raft,RAFT,,,1664,RAFT,CANOE,
grandson,GRANDSON,,,1618,GRANDSON,CHILD (DESCENDANT),
fatherinlaw,FATHER-IN-LAW,,,1055,FATHER-IN-LAW,,
motherinlaw,MOTHER-IN-LAW,,,1050,MOTHER-IN-LAW,,
nepheworniece,NEPHEW OR NIECE,,,3890,NEPHEW OR NIECE,,
pet,PET,,,3780,PET,,
paca,PACA,,,316,PACA,,
capybara,CAPYBARA,,,314,CAPYBARA,,
agouti,AGOUTI,,,313,AGOUTI,,
coaticoatimundi,COATI (COATIMUNDI),,,2389,COATI (COATIMUNDI),,
anteater,ANTEATER,,,181,ANTEATER,,
tapir,TAPIR,,,312,TAPIR,,
howlermonkey,HOWLER MONKEY,,,433,HOWLER MONKEY,,
sloth,SLOTH,,,2446,SLOTH,,
alligator,ALLIGATOR,,,1581,ALLIGATOR,,
wasp,WASP,,,1517,WASP,BEE,
piranha,PIRANHA,,,317,PIRANHA,,
hummingbird,HUMMINGBIRD,,,1589,HUMMINGBIRD,,
coca,COCA,,,137,COCA,,
manioc,MANIOC,,,927,MANIOC,,
achiote,ACHIOTE,,,349,ACHIOTE,,
fireorfirewood,FIRE OR FIREWOOD,,,2675,FIRE OR FIREWOOD,,
pain,PAIN,,,1783,PAIN,WOUND,
passby,PASS BY,,,558,PASS BY,,
stepverb,STEP (VERB),,,2065,STEP (VERB),GO,
command,COMMAND,,,1998,COMMAND,,
centerormiddle,CENTER OR MIDDLE,,,3208,CENTER OR MIDDLE,HALF,
smokeinhale,SMOKE (INHALE),,,1689,SMOKE (INHALE),DRINK,
stream,STREAM,,,947,STREAM,,
cypress,CYPRESS,,,3243,CYPRESS,,
mapletree,MAPLE TREE,,,3248,MAPLE TREE,,
vine,VINE,,,343,VINE,THREAD,
bud,BUD,,,1684,BUD,,
fruitclassifier,FRUIT (CLASSIFIER),,,3246,FRUIT (CLASSIFIER),,
kiwifruit,KIWIFRUIT,,,3247,KIWIFRUIT,,
seedling,SEEDLING,,,3050,SEEDLING,,
land,LAND,,,626,LAND,COUNTRY,
earofgrain,EAR (OF GRAIN),,,3244,EAR (OF GRAIN),,
ricestraw,RICE STRAW,,,3391,RICE STRAW,,
spinach,SPINACH,,,975,SPINACH,,
coriander,CORIANDER,,,3241,CORIANDER,,
mustard,MUSTARD,,,3181,MUSTARD,,
sesame,SESAME,,,2797,SESAME,,
ginger,GINGER,,,2500,GINGER,,
pricklyash,PRICKLY ASH,,,3253,PRICKLY ASH,,
moldgetrotten,MOLD (GET ROTTEN),,,3251,MOLD (GET ROTTEN),,
waterbuffalo,WATER BUFFALO,,,2516,WATER BUFFALO,,
frogsmall,FROG (SMALL),,,3245,FROG (SMALL),,
mantis,MANTIS,,,3279,MANTIS,,
bodylouse,BODY LOUSE,,,311,BODY LOUSE,BODY LOUSE,
headlouse,HEAD LOUSE,,,310,HEAD LOUSE,BODY LOUSE,
gill,GILL,,,1916,GILL,EAR,
nasalmucussnot,NASAL MUCUS (SNOT),,,208,NASAL MUCUS (SNOT),NOSE,
pancreas,PANCREAS,,,3252,PANCREAS,,
bowl,BOWL,,,1530,BOWL,BOWL,
dish,DISH,,,481,DISH,BOWL,
cup,CUP,,,476,CUP,BOWL,
ricesteamer,RICE STEAMER,,,3431,RICE STEAMER,,
crossbow,CROSSBOW,,,3193,CROSSBOW,,
tipofobject,TIP (OF OBJECT),,,2992,TIP (OF OBJECT),HEAD,
yoke,YOKE,,,14,YOKE,,
shoulderpole,SHOULDER POLE,,,3432,SHOULDER POLE,,
bamboomat,BAMBOO MAT,,,3240,BAMBOO MAT,,
gong,GONG,,,2502,GONG,,
henhouse,HENHOUSE,,,3401,HENHOUSE,,
lair,LAIR,,,2949,LAIR,HOLE,
tile,TILE,,,3404,TILE,,
vehicle,VEHICLE,,,2549,VEHICLE,,
footprint,FOOTPRINT,,,318,FOOTPRINT,PATH,
maternalunclemothersolderbrother,MATERNAL UNCLE (MOTHER'S OLDER BROTHER),,,3249,MATERNAL UNCLE (MOTHER'S OLDER BROTHER),,
maternalunclemothersyoungerbrother,MATERNAL UNCLE (MOTHER'S YOUNGER BROTHER),,,3250,MATERNAL UNCLE (MOTHER'S YOUNGER BROTHER),,
youngersibling,YOUNGER SIBLING,,,427,YOUNGER SIBLING,SISTER,
younganimal,YOUNG ANIMAL,,,3254,YOUNG ANIMAL,,
hanchinese,HAN CHINESE,,,3373,HAN CHINESE,,
throwaway,THROW AWAY,,,3696,THROW AWAY,,
exchange,EXCHANGE,,,2509,EXCHANGE,,
walktakeawalk,WALK (TAKE A WALK),,,2890,WALK (TAKE A WALK),GO,
amuseoneselfhavefun,AMUSE ONESELF (HAVE FUN),,,3239,AMUSE ONESELF (HAVE FUN),,
pass,PASS,,,1951,PASS,GO,
riseoneself,RISE (ONESELF),,,1512,RISE (ONESELF),,
dive,DIVE,,,119,DIVE,SINK (DESCEND),
launderwashclothes,LAUNDER (WASH CLOTHES),,,2503,LAUNDER (WASH CLOTHES),,
find,FIND,,,719,FIND,SEE,
graze,GRAZE,,,3058,GRAZE,,
bearfruit,BEAR FRUIT,,,3054,BEAR FRUIT,,
feeltactually,FEEL (TACTUALLY),,,2559,FEEL (TACTUALLY),KNOW (SOMETHING),
complain,COMPLAIN,,,3642,COMPLAIN,,
bendoneself,BEND (ONESELF),,,2761,BEND (ONESELF),,
poundfood,POUND (FOOD),,,3768,POUND (FOOD),,
burnland,BURN LAND,,,3539,BURN LAND,,
have,HAVE,,,773,HAVE,TAKE,
disappear,DISAPPEAR,,,485,DISAPPEAR,LOSE,
carrywithpoleonshoulder,CARRY (WITH POLE ON SHOULDER),,,3438,CARRY (WITH POLE ON SHOULDER),,
hurtsomebody,HURT (SOMEBODY),,,2411,HURT (SOMEBODY),,
itchoritchyoritching,ITCH OR ITCHY OR ITCHING,,,3856,ITCH OR ITCHY OR ITCHING,,
dripemitliquid,DRIP (EMIT LIQUID),,,2253,DRIP (EMIT LIQUID),FALL,
sweatperspire,SWEAT (PERSPIRE),,,126,SWEAT (PERSPIRE),,
animalclassifier,ANIMAL (CLASSIFIER),,,3056,ANIMAL (CLASSIFIER),,
second,SECOND,,,1384,SECOND,TWO,
zero,ZERO,,,1294,ZERO,NOT,
gloomy,GLOOMY,,,1552,GLOOMY,,
grey,GREY,,,153,GREY,YELLOW,
atfirst,AT FIRST,,,2915,AT FIRST,BEFORE,
clever,CLEVER,,,1310,CLEVER,CLEVER,
mad,MAD,,,1899,MAD,STUPID,
lightintaste,LIGHT (IN TASTE),,,2181,LIGHT (IN TASTE),,
tight,TIGHT,,,3053,TIGHT,,
pointed,POINTED,,,372,POINTED,SHARP,
identical,IDENTICAL,,,2276,IDENTICAL,,
foralongtime,FOR A LONG TIME,,,418,FOR A LONG TIME,HIGH,
board,BOARD,,,1227,BOARD,TABLE,
wrist,WRIST,,,799,WRIST,ARM,
life,LIFE,,,210,LIFE,"DWELL (LIVE, RESIDE)",
soldier,SOLDIER,,,1941,SOLDIER,BATTLE,
fieldupland,FIELD (UPLAND),,,2794,FIELD (UPLAND),,
price,PRICE,,,657,PRICE,EXPENSIVE,
flute,FLUTE,,,777,FLUTE,BRASS INSTRUMENT (HORN OR TRUMPET),
wring,WRING,,,3224,WRING,,
growplants,GROW PLANTS,,,3461,GROW PLANTS,,
cutdown,CUT DOWN,,,355,CUT DOWN,CUT,
hitatarget,HIT (A TARGET),,,3307,HIT (A TARGET),,
repair,REPAIR,,,2243,REPAIR,COOK (SOMETHING),
braidverb,BRAID (VERB),,,3295,BRAID (VERB),,
cure,CURE,,,499,CURE,PRESERVE,
hang,HANG,,,2884,HANG,HANG,
letgoorsetfree,LET GO OR SET FREE,,,1095,LET GO OR SET FREE,LET GO OR SET FREE,
pack,PACK,,,3656,PACK,,
celebratenewyear,CELEBRATE NEW YEAR,,,3430,CELEBRATE NEW YEAR,,
dare,DARE,,,1779,DARE,STRONG,
rescue,RESCUE,,,2008,RESCUE,PRESERVE,
splitopen,SPLIT OPEN,,,3080,SPLIT OPEN,,
roll,ROLL,,,827,ROLL,TWIST (AROUND),
breakofrope,BREAK (OF ROPE),,,460,BREAK (OF ROPE),CUT,
beginorstart,BEGIN OR START,,,3447,BEGIN OR START,,
stir,STIR,,,696,STIR,,
weigh,WEIGH,,,1098,WEIGH,READ,
owe,OWE,,,369,OWE,DEBT,
leanmeat,LEAN (MEAT),,,2219,LEAN (MEAT),,
sad,SAD,,,699,SAD,,
ashamed,ASHAMED,,,1894,ASHAMED,,
brave,BRAVE,,,3,BRAVE,STRONG,
drunk,DRUNK,,,1463,DRUNK,,
enough,ENOUGH,,,1881,ENOUGH,MANY,
highortall,HIGH OR TALL,,,2790,HIGH OR TALL,,
thinofhairandthread,THIN (OF HAIR AND THREAD),,,2305,THIN (OF HAIR AND THREAD),,
twentyone,TWENTY ONE,,,1734,TWENTY ONE,,
handspan,HANDSPAN,,,3838,HANDSPAN,,
between,BETWEEN,,,689,BETWEEN,GAP (DISTANCE),
beside,BESIDE,,,1816,BESIDE,EDGE,
warmofweather,WARM (OF WEATHER),,,2110,WARM (OF WEATHER),SUMMER,Swadesh-1952-200
slippery,SLIPPERY,,,3702,SLIPPERY,,
chop,CHOP,,,155,CHOP,CUT,
sitdown,SIT DOWN,,,1649,SIT DOWN,"DWELL (LIVE, RESIDE)",
sunshine,SUNSHINE,,,3276,SUNSHINE,,
orangefruit,ORANGE (FRUIT),,,2627,ORANGE (FRUIT),,
papaya,PAPAYA,,,2445,PAPAYA,,
plantain,PLANTAIN,,,399,PLANTAIN,,
muerfungus,MUER (FUNGUS),,,3392,MUER (FUNGUS),,
bambooshoot,BAMBOO SHOOT,,,2494,BAMBOO SHOOT,,
beanorpea,BEAN OR PEA,,,2574,BEAN OR PEA,,
birdnest,BIRD NEST,,,3549,BIRD NEST,,
lizard,LIZARD,,,632,LIZARD,LIZARD,
cowdung,COW DUNG,,,3435,COW DUNG,,
fatmeat,FAT MEAT,,,3436,FAT MEAT,,
rattan,RATTAN,,,2497,RATTAN,THREAD,
ladle,LADLE,,,2657,LADLE,,
razor,RAZOR,,,151,RAZOR,KNIFE (FOR EATING),
gun,GUN,,,1566,GUN,,
pitpothole,PIT (POTHOLE),,,2539,PIT (POTHOLE),HOLE,
sibling,SIBLING,,,1640,SIBLING,SISTER,
maternalauntmothersoldersister,MATERNAL AUNT (MOTHER'S OLDER SISTER),,,3042,MATERNAL AUNT (MOTHER'S OLDER SISTER),,
maternalauntmothersyoungersister,MATERNAL AUNT (MOTHER'S YOUNGER SISTER),,,3043,MATERNAL AUNT (MOTHER'S YOUNGER SISTER),,
host,HOST,,,1545,HOST,CHIEFTAIN,
surname,SURNAME,,,3426,SURNAME,,
smallnottall,SMALL (NOT TALL),,,2484,SMALL (NOT TALL),,
boring,BORING,,,905,BORING,,
wrong,WRONG,,,1390,WRONG,FAULT,
openmouth,OPEN (MOUTH),,,3437,OPEN (MOUTH),,
sinkdescend,SINK (DESCEND),,,1088,SINK (DESCEND),SINK (DESCEND),
gratesomething,GRATE (SOMETHING),,,3114,GRATE (SOMETHING),,
mushfood,MUSH (FOOD),,,3651,MUSH (FOOD),,
beach,BEACH,,,3460,BEACH,,
