Name	ID	Glottocode	Family	Latitude	Longitude	Hits
Mailu	johanssonsoundsymbolic-Mailu	mail1248	Mailuan	-10.3657	149.521	2
Mailu (Asiaoro Dialect)	transnewguineaorg-mailu-asiaoro	asia1264	Mailuan	-10.280863	149.361218	2
Mailu (Baibara Dialect)	transnewguineaorg-mailu-baibara	baib1249	Mailuan	-10.36026	149.601352	2
Mailu (Borebo Dialect)	transnewguineaorg-mailu-borebo	bore1246	Mailuan	-10.340153	149.45478	2
Mailu (Darava Dialect)	transnewguineaorg-mailu-darava	dara1252	Mailuan	-10.237355	149.124637	2
Mailu (Delebai Dialect)	transnewguineaorg-mailu-delebai	dere1243	Mailuan	-10.292078	149.405074	2
Mailu (Domara Dialect)	transnewguineaorg-mailu-domara	doma1262	Mailuan	-10.176721	148.5348284	2
Mailu (Geagea Dialect)	transnewguineaorg-mailu-geagea	geag1239	Mailuan	-10.357408	149.514366	2
Mailu (Ilai Dialect)	transnewguineaorg-mailu-ilai	ilai1239	Mailuan	-10.324263	149.582399	2
Mailu (Island Dialect)	transnewguineaorg-mailu-island	isla1273	Mailuan	-10.38578	149.355593	2
Maiyu	bremerberta-Maiyu	mayu1240	Berta	10.473464	34.540485	2
Mala	transnewguineaorg-mala	mala1494	Nuclear Trans New Guinea	-4.35889	145.04	2
Malalamai	abvdoceanic-Malalamai_1343	mala1489	Austronesian	-5.77495	146.642	2
Malayalam	northeuralex-mal	mala1464	Dravidian	9.59	76.77	2
Maleng Bro	sidwellvietic-MalengBro	bola1249	Austroasiatic	18.18657	104.95342	2
Mamanwa	abvdphilippines-433	mama1275	Austronesian	9.44744	125.548	2
Manam	abvdoceanic-Manam_168	mana1295	Austronesian	-4.07921	145.033	2
Manda	tls-Manda	mand1423	Atlantic-Congo	-10.3991	34.7424	2
Mandinka	johanssonsoundsymbolic-Mandinka	mand1436	Mande	12.8165233333	-15.6539466667	2
Maniq	dunnaslian-Maniq	tong1308	Austroasiatic	6.88137	100.102	2
Mansi	idssegmented-mansi	mans1258	Uralic	64.4118	61.344	2
Mao	marrisonnaga-Mao	maon1238	Sino-Tibetan	25.4667	94.1167	2
Mapudungun	wold-Mapudungun	mapu1245	Araucanian	-38.0	-72.0	2
Maranunggu	johanssonsoundsymbolic-Maranunggu	mara1386	Western Daly	-13.6754	130.12	2
Marathi	dunnielex-marathi	mara1378	Indo-European	17.9344	76.6665	2
Margi	kraftchadic-Margi	marg1265	Afro-Asiatic	10.93854	13.0521	2
Marshallese	abvdoceanic-Marshallese_344	mars1254	Austronesian	8.72	167.73	2
Martu Wangka	bowernpny-MartuWangka	mart1256	Pama-Nyungan	-23.350911655789	123.66842240336	2
Maru	mannburmish-Maru	maru1249	Sino-Tibetan	24.45	98.6	2
Massa	kraftchadic-Massa	masa1322	Afro-Asiatic	10.0606	15.4748	2
Matepi	transnewguineaorg-matepi	mate1260	Nuclear Trans New Guinea	-5.13857	145.617	2
Maung	johanssonsoundsymbolic-Maung	maun1240	Iwaidjan Proper	-11.66	133.376	2
Máno	polyglottaafricana-II-12	mann1248	Mande	7.04616	-8.86405	2
Mbara	gravinachadic-Mbara	mbar1260	Afro-Asiatic	10.91	15.54	2
Mengen	abvdoceanic-Mengen_91	meng1267	Austronesian	-5.47036	151.373	2
Meramera	abvdoceanic-Meramera_1205	mera1242	Austronesian	-4.97468	151.528	2
Merei	abvdoceanic-Merei_470	mere1242	Austronesian	-15.2839	166.905	2
Miani	transnewguineaorg-miani	mian1254	Nuclear Trans New Guinea	-4.42116	145.276	2
Middle Breton	iecor-172	midd1359	Indo-European	48.69	-3.98	2
Middle Dutch	iecor-300	midd1321	Indo-European	51.433	5.483	2
Middle Korean	leekoreanic-MKorean	midd1372	Koreanic	37.93313	126.59918	2
Minaveha	abvdoceanic-Minaveha_1441	mina1269	Austronesian	-9.59922	150.501	2
Mindiri	abvdoceanic-Mindiri_1353	mind1255	Austronesian	-5.5	146.15	2
Minyaifuin (Gebe)	abvdoceanic-MinyaifuinGebe_93	gebe1237	Austronesian	-0.07877	129.424	2
Miriwung	huntergatherer-173	miri1266	Jarrakan	-16.3596	128.889	2
Mirniny	bowernpny-Mirniny	kala1379	Pama-Nyungan	-31.7154	118.911	2
Mithaka	bowernpny-Mithaka	mith1236	Pama-Nyungan	-25.13606725	139.598447	2
Mkwaya	tls-Mkwaya	kway1241	Atlantic-Congo	-1.80737	33.71	2
Mlabri	idssegmented-mlabri	mlab1235	Austroasiatic	18.5533	101.163	2
Modern Greek	idssegmented-moderngreek	mode1248	Indo-European	38.36	23.13	2
Mokilese	abvdoceanic-Mokilese_342	moki1238	Austronesian	6.65651	159.776	2
Molima	abvdoceanic-Molima_219	moli1248	Austronesian	-9.57457	150.614	2
Mongi	yangyi-Mongi	mond1267	Sino-Tibetan	23.39918383	105.2343413	2
Moriu	vanuatuvoices-Moriu	lewo1242	Austronesian	-16.592583	168.168083	2
Moro	johanssonsoundsymbolic-Moro	moro1285	Heibanic	10.9194	30.2138	2
Mortlockese (Lukunosh)	abvdoceanic-MortlockeseLukunosh_923	mort1237	Austronesian	5.50735	153.710778	2
Mosetén	keypano-Moseten	mose1249		-14.64448	-67.83756	2
Mosimo	transnewguineaorg-mosimo	mosi1248	Nuclear Trans New Guinea	-4.95226	145.605	2
Mota	abvdoceanic-Mota_25	mota1237	Austronesian	-13.835361	167.690924	2
Movima	keypano-Movima	movi1243		-13.8115	-65.6348	2
Mōménya	polyglottaafricana-IX-A-10	bame1260	Atlantic-Congo	5.77049	10.3302	2
Mpade	gravinachadic-Mpade	mpad1242	Afro-Asiatic	12.561391	14.446893	2
Mro-Khimi Areong 10Kya Gaung village (Mro-khami)	chindialectsurvey-MroKhimiAreong10KyaGaungvillageMrokhami-A	mroc1235	Sino-Tibetan	21.3	92.85	2
Mum	transnewguineaorg-mum	mumm1238	Nuclear Trans New Guinea	-4.83462	145.059	2
Mundari	peirosaustroasiatic-Mundari	mund1320	Austroasiatic	22.5517	85.09258	2
Mungkip	transnewguineaorg-mungkip	mung1272	Nuclear Trans New Guinea	-6.46208	146.747	2
Munit	transnewguineaorg-munit	muni1257	Nuclear Trans New Guinea	-5.24329	145.548	2
Muong (Barker)	sidwellvietic-MuongBi	muon1246	Austroasiatic	20.7374	105.186	2
N Nisu	yangyi-NNisu	xinp1238	Sino-Tibetan	24.13820926	101.6461907	2
Nakanamanga: Sesake	vanuatuvoices-Nakanamangasesake	sesa1243	Austronesian	-17.04250452667725	168.39188512310602	2
Naman	abvdoceanic-Naman_457	litz1237	Austronesian	-16.1331	167.415	2
Namrei Nabolang	abrahammonpa-NamreiNabolang	miji1239	Sino-Tibetan	27.546333	92.797975	2
Nanga	heathdogon-Nanga	nang1261	Dogon	14.81938333	-3.010433333	2
Narango (Nambel)	abvdoceanic-NarangoNambel_1056	nara1263	Austronesian	-15.5259	167.047	2
Narsu (NW Nisu)	yangyi-Narsu	esha1238	Sino-Tibetan	24.25746171	102.0476517	2
Naxi	lamanisoic-Naxi	naxi1245	Sino-Tibetan	27.5	100.0	2
Ndamba	tls-Ndamba	ndam1239	Atlantic-Congo	-8.40485	36.0271	2
Ndanda_Nyep	ndanda-NdandaNyep	bato1245	Atlantic-Congo	5.254489	10.471901	2
Nedebang	robinsonap-nedebang	nede1245	Timor-Alor-Pantar	-8.28776	124.192	2
Negerhollands	idssegmented-negerhollands	nege1244	Indo-European	18.3416	-64.8922	2
Negidal	oskolskayatungusic-Negidal	negi1245	Tungusic	52.96584	139.20575	2
Nehan Hape	abvdoceanic-NehanHape_98	neha1247	Austronesian	-4.56875	154.2	2
Nersu	yangyi-Nersu	wein1239	Sino-Tibetan	27.141233	104.020331	2
Nganasan	northeuralex-nio	ngan1291	Uralic	73.14	86.21	2
Ngarigu	bowernpny-Ngarigu	ngar1297	Pama-Nyungan	-36.23	149.13	2
Ngarla	bowernpny-Ngarla	ngar1296	Pama-Nyungan	-20.20748	119.30579	2
Ngarluma	bowernpny-Ngarluma	ngar1287	Pama-Nyungan	-20.9235	117.203	2
Ngarrindjeri	bowernpny-Ngarrindjeri	narr1259	Pama-Nyungan	-36.2301	140.158	2
Ngiyambaa	bowernpny-Ngiyambaa	wang1291	Pama-Nyungan	-30.6481	146.18	2
Ngoni	tls-Ngoni	ngon1269	Atlantic-Congo	-11.7794	37.4118	2
Nguồn Cổ Liêm	sidwellvietic-NguonCL	nguo1239	Austroasiatic	17.7243	105.932	2
Nipu	yangyi-Nipu	wusa1235	Sino-Tibetan	27.00771251	106.033544	2
Njanye	kraftchadic-Njanye	nzan1240	Afro-Asiatic	10.0666	13.3343	2
Njorogs Khroskyabs	lairgyalrong-NjorogsKhroskyabs	yelo1242	Sino-Tibetan	31.816015	101.861052	2
Nkoya_2	sawkatokaleya-Nkoya2	nkoy1244	Atlantic-Congo	-14.85	24.76	2
Nobonob	transnewguineaorg-nobonob	nobo1238	Nuclear Trans New Guinea	-5.06952	145.712	2
Nocte	marrisonnaga-Nocte	noct1238	Sino-Tibetan	27.1167	95.4833	2
North Karelian	northeuralex-krl	kare1335	Uralic	65.17	30.87	2
Northern Kurdish	northeuralex-kmr	nort2641	Indo-European	37.0	43.0	2
Northern Pashto	northeuralex-pbu	nort2646	Indo-European	32.1	67.2	2
Northern Sierra Miwok	huntergatherer-22	nort2968	Miwok-Costanoan	38.4179	-120.588	2
Northern Tepehuan	utoaztecan-NorthernTepehuan	nort2959	Uto-Aztecan	26.4348	-107.379	2
Novol: Tavendrua	vanuatuvoices-Novoltavendrua	dixo1238	Austronesian	-16.34446	167.38392	2
Numbami (Siboma)	abvdoceanic-NumbamiSiboma_231	numb1247	Austronesian	-7.52806	147.298	2
Nunggubuyu	johanssonsoundsymbolic-Nunggubuyu	nung1290	Gunwinyguan	-14.2623	135.753	2
Nunu	chenhmongmien-Nunu	nunu1247	Hmong-Mien	24.232341	107.194266	2
Nyulnyul	huntergatherer-165	nyul1247	Nyulnyulan	-16.9129	122.851	2
Obokuitai	transnewguineaorg-obokuitai	obok1239	Lakes Plain	-2.88029	137.924	2
Odoodee	johanssonsoundsymbolic-Odoodee	odoo1238	East Strickland	-6.59222	142.486	2
Oirata	transnewguineaorg-oirata	oira1263	Timor-Alor-Pantar	-8.09044	127.201	2
Old Catalan	iecor-289	oldc1251	Indo-European	41.38	1.08	2
Old Saxon	iecor-297	olds1250	Indo-European	53.076	8.81	2
Orayvi Hopi	wheelerutoaztecan-OrayviHopi	hopi1249	Uto-Aztecan	35.7653	-110.535	2
Oro Win	birchallchapacuran-orowin	orow1243	Chapacuran	-10.737	-64.0299	2
Oroch	oskolskayatungusic-Oroch	oroc1248	Tungusic	50.32354	137.85131	2
Ossetian	northeuralex-oss	osse1243	Indo-European	43.18	44.23	2
Pacaraos	crossandean-Pacaraos	paca1245	Quechuan	-11.14278	-76.73046	2
Paicî	abvdoceanic-Paici_1479	paic1239	Austronesian	-21.096	165.15	2
Palaung	nagarajakhasian-Palaung	shwe1236	Austroasiatic	23.6729	97.7972	2
Pare	transnewguineaorg-pare	pare1271	Kamula-Elevala	-6.46878	141.658	2
Patpatar	abvdoceanic-Patpatar_178	patp1243	Austronesian	-3.74711	152.493	2
Pawnee	johanssonsoundsymbolic-Pawnee	pawn1254	Caddoan	36.2862	-96.8937	2
Penange	heathdogon-Penange	pena1270	Dogon	14.85205	-3.0218	2
Persian	idssegmented-persian	west2369	Indo-European	32.9	53.3	2
Pẹ́pẹ̄l	polyglottaafricana-I-B-3	pape1239	Atlantic-Congo	11.8977	-15.8388	2
Pirahã	johanssonsoundsymbolic-Piraha	pira1253		-6.77713	-61.8167	2
Pirriya	bowernpny-Pirriya	pirr1240	Pama-Nyungan	-25.48006595	142.5485119	2
Pitjantjatjara	bowernpny-Pitjantjatjara	pitj1243	Pama-Nyungan	-26.9704	131.357	2
Plains Miwok	huntergatherer-23	plai1259	Miwok-Costanoan	38.39772	-121.653344	2
Polo	lamanisoic-Polo	phol1235	Sino-Tibetan	23.667	104.238	2
Prai	idssegmented-prai	phai1238	Austroasiatic	19.0383	101.218	2
Puluwatese	abvdoceanic-Puluwatese_336	pulu1242	Austronesian	7.35695	149.2005	2
Puno	crossandean-Puno	puno1238	Quechuan	-14.608	-70.2084	2
Purubora	tuled-Purubora	puru1264	Tupian	-11.4226	-62.4358	2
Puyuma (Chihpen F69)	abvdphilippines-271	puyu1239	Austronesian	22.643	120.996	2
Qawasqar	idssegmented-qawasqar	qawa1238	Kawesqar	-49.303195	-74.707536	2
Qiandong, East	chenhmongmien-EasternQiandong	east2370	Hmong-Mien	27.78098	110.499463	2
Qiandong, North	chenhmongmien-NorthernQiandong	nort2747	Hmong-Mien	26.68993	108.401145	2
Quichua Santiagueño	chacolanguages-Quichua	sant1432	Quechuan	-27.82	-63.25	2
Quileute	johanssonsoundsymbolic-Quileute	quil1240	Chimakuan	47.9106	-124.603	2
Rabha	sagartst-Rabha	rabh1238	Sino-Tibetan	25.820135	91.170064	2
Ramoaaina	abvdoceanic-Ramoaaina_1341	ramo1244	Austronesian	-4.17306	152.451	2
Rapting	transnewguineaorg-rapting	rapt1240	Nuclear Trans New Guinea	-4.99351	145.671	2
Rasawa	transnewguineaorg-rasawa	rasa1243	Lakes Plain	-2.37609	136.352	2
Ratagnon	abvdphilippines-1275	rata1245	Austronesian	12.2785	121.187	2
Reo Tahiti	walworthpolynesian-Tahitian	tahi1242	Austronesian	-17.6485	-149.45	2
Rikbaktsa	johanssonsoundsymbolic-Rikbaktsa	rikb1245	Nuclear-Macro-Je	-11.1887	-58.1942	2
Roinji	abvdoceanic-Roinji_1348	ronj1237	Austronesian	-5.80782	146.731	2
Romblon	abvdphilippines-687	romb1245	Austronesian	12.4047	122.56	2
Rongcheng	liusinitic-Rongcheng	rong1271	Sino-Tibetan	37.130642	122.434269	2
Rotuman	idssegmented-rotuman	rotu1241	Austronesian	-12.5008	177.066	2
Rupa	bodtkhobwa-Rupa	rupa1234	Sino-Tibetan	27.203065	92.398757	2
Russian	northeuralex-rus	russ1263	Indo-European	57.6	39.8	2
Rutooro	tls-Rutooro	toor1238	Atlantic-Congo	0.57291	30.6389	2
Rutul	idssegmented-rutul	rutu1240	Nakh-Daghestanian	41.6187	47.3244	2
S.kong	lamanisoic-Sangkong	sang1320	Sino-Tibetan	21.64	100.77	2
Sa: Paangi	vanuatuvoices-Sapaangi	saaa1241	Austronesian	-15.94611	168.19444	2
Saaroa F69	abvdphilippines-273	saar1237	Austronesian	23.2632	120.711	2
Sakalava	servamalagasy-SakalavaMorondava	saka1291	Austronesian	-20.28	44.32	2
Sambal	abvdphilippines-1268	tina1248	Austronesian	15.5797	120.095	2
Sambal, Botolan	abvdphilippines-444	boto1242	Austronesian	15.2315	120.164	2
Samre	idssegmented-samre	somr1240	Austroasiatic	12.243	103.139	2
San Martín	crossandean-Lamas	sanm1289	Quechuan	-6.9582	-76.6608	2
San Miguel Chimalapa Zoque	wichmannmixezoquean-SanMiguelChimalapaZoque	chim1300	Mixe-Zoque	16.6543	-94.6913	2
SanBartoloSoyaltepecMixtec	mixtecansubgrouping-SanBartoloSoyaltepecMixtec	soya1236	Otomanguean	17.5892	-97.1921	2
Sangil, Saragani Islands	abvdphilippines-445	sang1337	Austronesian	5.40229	125.378	2
Sangtam	marrisonnaga-Sangtam	sang1321	Sino-Tibetan	25.0667	94.8667	2
Santo Tomás	crossandean-SantoTomas	clas1251	Quechuan	-9.99999	-76.5	2
Sanumá	huntergatherer-160	sanu1240	Yanomamic	4.5	-64.5	2
Saruga	transnewguineaorg-saruga	saru1243	Nuclear Trans New Guinea	-5.08824	145.578	2
Savosavo	tryonsolomon-savosavo	savo1255		-9.12853	159.814	2
Sawila	robinsonap-sawila	sawi1256	Timor-Alor-Pantar	-8.29105	125.078	2
Sayula Popoluca	wichmannmixezoquean-SayulaPopoluca	sayu1241	Mixe-Zoque	17.8606	-94.9531	2
Seediq	johanssonsoundsymbolic-Seediq	taro1264	Austronesian	23.9032	121.358	2
Selknam	idssegmented-selknam	onaa1245	Chonan	-54.0	-68.5	2
Semai Kampar	dunnaslian-Semai_Kampar	sema1266	Austroasiatic	4.13257	101.477	2
Semaq Beri Brwe	dunnaslian-Semaq_Beri_Berua	sema1265	Austroasiatic	4.1217	102.816	2
Semnam Bal	dunnaslian-Semnam_Bal	semn1250	Austroasiatic	5.27617	101.058	2
Sengseng	abvdoceanic-Sengseng_123	seng1281	Austronesian	-6.16474	149.784	2
Serbo-Croatian	idssegmented-serbocroatian	sout1528	Indo-European	44.15	18.81	2
Seri	idssegmented-seri	seri1257		28.9877	-112.384	2
Setaman (Seltamin Dialect)	transnewguineaorg-setaman-seltamin	seta1246	Nuclear Trans New Guinea	-5.31134	141.833	2
Seya	kraftchadic-Seya	saya1246	Afro-Asiatic	9.69441	9.71748	2
Shanglin Tanghong	castrozhuang-ShanglinTanghong	east2363	Tai-Kadai	23.703444	108.605752	2
Sharanawa	blumpanotacana-Sharanahua	shar1245	Pano-Tacanan	-9.8626	-71.1232	2
Shipibo-Conibo	keypano-ShipiboConibo	ship1254	Pano-Tacanan	-7.17105	-74.8219	2
Siar	abvdoceanic-Siar_364	siar1238	Austronesian	-4.62059	152.892	2
Silopi	transnewguineaorg-silopi	silo1240	Nuclear Trans New Guinea	-5.12302	145.586	2
Sinitic_Old_Chinese	sagartst-OldChinese	oldc1244	Sino-Tibetan	34.101745	108.777868	2
Siyuewu Khroskyabs	lairgyalrong-SiyuewuKhroskyabs	siya1242	Sino-Tibetan	31.752277	101.423119	2
Skolt Sami	northeuralex-sms	skol1241	Uralic	68.83	29.72	2
Slovene	northeuralex-slv	slov1268	Indo-European	46.25	14.78	2
Slovene: Kostel	iecor-260	lowe1384	Indo-European	45.51	14.91	2
Solon	oskolskayatungusic-Solon	solo1263	Tungusic	48.166	119.4873	2
Som	transnewguineaorg-som	somm1240	Nuclear Trans New Guinea	-6.07366	146.651	2
South Efate	abvdoceanic-SouthEfate_322	sout2856	Austronesian	-17.7006	168.377	2
South-Eastern_Sicilian	saenkoromance-southeasternsicilian	sici1248	Indo-European	37.5735	14.0414	2
Southern Chungcheong	robbeetstriangulation-SouthernChungcheong	chun1247	Koreanic	36.35	126.39	2
Southern Gyeongsang	robbeetstriangulation-SouthernGyeongsang	kyon1247	Koreanic	35.15	128.15	2
Southern Jeolla	robbeetstriangulation-SouthernJeolla	chol1278	Koreanic	34.98	126.47	2
Southern Kam	idssegmented-southernkam	sout2741	Tai-Kadai	25.8874	109.222	2
Southern Pastaza Quechua	huntergatherer-129	sout2990	Quechuan	-3.32733	-76.527	2
Southern Sierra Miwok	huntergatherer-25	sout2985	Miwok-Costanoan	38.2363	-120.507	2
Stony Evenki (PT = Podkamennaya Tunguska)	robbeetstriangulation-StonyEvenkiPTPodkamennayaTunguska	hiss1234	Tungusic	61.59	94.39	2
Suau	abvdoceanic-Suau_227	suau1242	Austronesian	-10.6606	150.21	2
Sulka	johanssonsoundsymbolic-Sulka	sulk1246		-5.03471	151.891	2
Suyá	huntergatherer-384	suya1243	Nuclear-Macro-Je	-11.5178	-53.0743	2
Swahili	wold-Swahili	swah1253	Atlantic-Congo	-6.5	39.0	2
Swedish	northeuralex-swe	swed1254	Indo-European	59.8	17.39	2
T-Shink 3	cals-Tshink3	taji1245	Indo-European	38.8213	68.5549	2
Tabriak	transnewguineaorg-tabriak	tabr1243	Lower Sepik	-4.49162	143.593	2
Tairora, North	transnewguineaorg-tairora-north	nort2920	Nuclear Trans New Guinea	-6.51563	145.959	2
Takelma	johanssonsoundsymbolic-Takelma	take1257		42.423	-123.452	2
Takuu	abvdoceanic-Takuu_244	taku1257	Austronesian	-4.773094	157.032085	2
Tami	abvdoceanic-Tami_1333	tami1290	Austronesian	-6.70017	147.732	2
Tanema	tryonsolomon-tanema	tane1237	Austronesian	-11.68	166.97	2
Tanna, Southwest	abvdoceanic-TannaSouthwest_228	sout2869	Austronesian	-19.57953	169.35603	2
Taokas Ts82	abvdphilippines-638	babu1240	Austronesian	24.0017	120.585	2
Tapiete	tuled-Tapiete	tapi1253	Tupian	-21.4169	-62.684	2
Tarpia	abvdoceanic-Tarpia_132	tarp1240	Austronesian	-2.322279	140.115497	2
Tauade	transnewguineaorg-tauade	taua1242		-8.3486	147.094	2
Taungtha (Wethet)	chindialectsurvey-TaungthaWethet-T-1	rung1263	Bookkeeping	21.691667	94.097222	2
Teiwa	robinsonap-teiwa	teiw1235	Timor-Alor-Pantar	-8.37662	124.174	2
Telefol	transnewguineaorg-telefol	tele1256	Nuclear Trans New Guinea	-5.07444	141.731	2
Telugu	northeuralex-tel	telu1262	Dravidian	16.45	78.7	2
Texistepec Zoque	wichmannmixezoquean-TexistepecZoque	texi1237	Mixe-Zoque	17.8926	-94.8076	2
Thaiphum (Rengkheng)	chindialectsurvey-ThaiphumRengkheng-T-7	thai1262	Bookkeeping	21.6	93.4432	2
Thakali	halenepal-Thakali	thak1245	Sino-Tibetan	28.7014	83.6466	2
Thao B96	abvdphilippines-241	thao1240	Austronesian	23.8333	120.93	2
Tiale	abvdoceanic-Tiale_1117	tial1239	Austronesian	-15.2334	166.842	2
Tiang	abvdoceanic-Tiang_391	tian1237	Austronesian	-2.95505	150.935	2
Tibetan_Lhasa	sagartst-Lhasa	utsa1239	Sino-Tibetan	29.653441	91.171493	2
Tikuna	huntergatherer-110	ticu1245	Ticuna-Yuri	-3.66289	-69.8723	2
Tiranige	heathdogon-Tiranige	tira1258	Dogon	14.85	-3.733333333	2
Tirax: Mae	vanuatuvoices-Tiraxmae	maee1241	Austronesian	-16.05839	167.36953	2
Toba	idssegmented-toba	toba1269	Guaicuruan	-23.77	-61.96	2
Toba-pilagá	chacolanguages-TobaPilaga	toba1270	Guaicuruan	-23.4989	-61.6489	2
Tocharian A	idssegmented-tochariana	tokh1242	Indo-European	42.98	89.18	2
Tocharian B	idssegmented-tocharianb	tokh1243	Indo-European	41.65	82.9	2
Tok Pisin	transnewguineaorg-tok-pisin	tokp1240	Indo-European	-9.41971	147.303	2
Tokelau	abvdoceanic-Tokelau_245	toke1240	Austronesian	-9.227642	-171.780833	2
Tolomako	abvdoceanic-Tolomako_1152	tolo1255	Austronesian	-15.1569	166.772	2
Torau	abvdoceanic-Torau_390	tora1259	Austronesian	-6.19922	155.496	2
Toro Tegu	heathdogon-ToroTegu	toro1253	Dogon	15.00526667	-2.085	2
Totoró	hubercolumbian-Totoro	toto1306	Barbacoan	2.55149	-76.6379	2
Tṓma	polyglottaafricana-II-11	loma1260	Mande	7.91585	-9.69906	2
Trung [Dulong]	suntb-Trung	drun1238	Sino-Tibetan	27.749017	98.691868	2
Tsaukambo	transnewguineaorg-tsaukambo	tsak1250	Nuclear Trans New Guinea	-5.39076	140.186	2
Tsimihety	servamalagasy-TsimihetyMandritsara	tsim1257	Austronesian	-15.83	48.82	2
Tunjung	blustaustronesian-tunjung	tunj1244	Austronesian	-0.29048	115.883	2
Turkish	northeuralex-tur	nucl1301	Turkic	39.87	32.87	2
Turkmen	robbeetstriangulation-Turkmen	turk1304	Turkic	37.09	59.18	2
Tuvan	robbeetstriangulation-Tuvan	tuvi1240	Turkic	51.7	94.37	2
Ubir	abvdoceanic-Ubir_222	ubir1237	Austronesian	-9.59044	149.396	2
Udihe	oskolskayatungusic-Udihe	udih1248	Tungusic	46.63086	135.67762	2
Ukalawa	mitterhoferbena-Ukalawa	ukal1234	Atlantic-Congo	-9.18589	35.28047	2
Ukrainian	northeuralex-ukr	ukra1253	Indo-European	50.25	28.65	2
Ulcha	robbeetstriangulation-Ulcha	ulch1242	Tungusic	51.85	140.29	2
Uliveo (Lurtes) 162-107	abvdoceanic-UliveoLurtes162107_1412	mask1242	Austronesian	-16.5073	167.818	2
Uncunwee	idssegmented-uncunwee	ghul1238	Nubian	11.6432	29.8122	2
United Arab Emirates	ratcliffearabic-GulfArabic	gulf1241	Afro-Asiatic	30.17	47.5	2
Usan	transnewguineaorg-usan	usan1239	Nuclear Trans New Guinea	-4.84265	145.362	2
Utu	transnewguineaorg-utu	utuu1240	Nuclear Trans New Guinea	-5.16422	145.544	2
Uvea, West	abvdoceanic-UveaWest_259	west2516	Austronesian	-20.4145	166.589	2
Uyghur	robbeetstriangulation-Uyghur	uigh1240	Turkic	43.88	87.38	2
Vaghua	tryonsolomon-vaghua	vagh1249	Austronesian	-6.68712	156.542	2
Valpei	abvdoceanic-Valpei_1138	valp1237	Austronesian	-14.712	166.606	2
Vao: Canada	vanuatuvoices-Vaocanada	vaoo1237	Austronesian	-15.89978	167.30731	2
Varisi	tryonsolomon-varisi	vari1239	Austronesian	-6.83443	156.655	2
Vezo	servamalagasy-VezoToliara	vezo1235	Austronesian	-23.34	43.67	2
Vietnamese	wold-Vietnamese	viet1252	Austroasiatic	10.5	106.5	2
Vurës (Mosina)	abvdoceanic-VuresMosina_1065	vure1239	Austronesian	-13.905677	167.451412	2
W. Bomberai: Iha	papuanvoices-Wbomberaiiha	ihaa1241	West Bomberai	-2.81	132.27	2
WB	lamanisoic-WrittenBurmese	nucl1310	Sino-Tibetan	20.7926	93.9665	2
Wab	abvdoceanic-Wab_1346	wabb1237	Austronesian	-5.61216	146.461	2
Waboda	transnewguineaorg-waboda	wabo1241	Kiwaian	-8.41651	143.501	2
Wageman	johanssonsoundsymbolic-Wageman	wage1238		-13.8627	131.893	2
Wakaya	bowernpny-Wakaya	waga1260	Pama-Nyungan	-20.329	137.623	2
Walloon	iecor-76	wall1255	Indo-European	50.64	5.57	2
Wanda	tls-Wanda	wand1264	Atlantic-Congo	-8.34522	32.4375	2
Wanggom	transnewguineaorg-wanggom	wang1299	Nuclear Trans New Guinea	-5.60094	140.194	2
Warapu	johanssonsoundsymbolic-Warapu	wara1302	Sko	-3.07263	142.012	2
Waritai	transnewguineaorg-waritai	wari1264	Lakes Plain	-3.23021	138.456	2
Warluwarra	bowernpny-Warluwarra	warl1256	Pama-Nyungan	-22.2909	138.738	2
Washo	huntergatherer-27	wash1253		38.8184	-119.64	2
Wathawurrung	bowernpny-Wathawurrung	wath1238	Pama-Nyungan	-37.68777565	144.1013148	2
Wersing	robinsonap-wersing	wers1238	Timor-Alor-Pantar	-8.33936	124.932	2
WestYugur	robbeetstriangulation-WestYugur	west2402	Turkic	39.05	99.31	2
Windesi Wandamen	abvdoceanic-WindesiWandamen_145	wand1267	Austronesian	-2.25622	133.996	2
Wiru	transnewguineaorg-wiru	wiru1244		-6.35863	144.214	2
Woleaian	abvdoceanic-Woleaian_347	wole1240	Austronesian	7.37957	143.916	2
Xiamen	beidasinitic-Xiamen	xiam1236	Sino-Tibetan	24.49421	118.08918	2
Xincheng Beigeng	castrozhuang-XinchengBeigeng	east2326	Uralic	23.775707	108.559842	2
Y-Safedorak 1	cals-Ysafedorak1	yagn1238	Indo-European	39.1486	69.2422	2
Yagán	idssegmented-yagan	yama1264		-55.2748	-68.2648	2
Yali, Angguruk	transnewguineaorg-yali-angguruk	angg1239	Nuclear Trans New Guinea	-4.0836	139.457	2
Yan-nhangu	bowernpny-Yannhangu	yann1237	Pama-Nyungan	-12.0853	134.877	2
Yangliu	yanglalo-Yangliu	yang1304	Sino-Tibetan	25.22482	99.046326	2
Yangzhou	beidasinitic-Yangzhou	yang1306	Sino-Tibetan	32.4171449	119.209227	2
Yanomam	huntergatherer-161	yano1261	Yanomamic	1.67967	-64.8781	2
Yao	tls-Yao	yaoo1241	Atlantic-Congo	-13.6119	35.2387	2
Yapen: Wooi	papuanvoices-Yapenwooi	woii1237	Austronesian	-1.63	135.48	2
Yarawata	transnewguineaorg-yarawata	yara1250	Nuclear Trans New Guinea	-4.93943	145.454	2
Yareba	johanssonsoundsymbolic-Yareba	yare1248	Yareban	-9.50651	148.605	2
